,제목,저자,출판사,출판일,가격,ISBN
0,코딩 자율학습 나도코딩의 C 언어 입문 (C 언어의 완공을 돕는 프로그래밍 자습서),나도코딩,길벗,20221010,23400,9791140701551
1,혼자 공부하는 C 언어 (1:1 과외하듯 배우는 프로그래밍 자습서),서현우,한빛미디어,20190610,21600,9791162241868
2,C언어 Express (Visual Studio 2019),천인국,생능출판,20180820,27000,9788970509570
3,C언어,한광록,복두출판사,20150120,21780,9791185880976
4,C 언어,채현석,오성미디어,20100219,17000,9788992583701
5,C언어,정구철,공감북스,20160831,20000,9791186898161
6,C언어 (퍼즐을 이용한 알고리즘 학습을 통해 창의력 논리력 사고력 증진),최재혁,도서출판 홍릉(홍릉과학출판사),20120220,26730,9788972839996
7,C 언어,김창화,한올출판사,20090225,16000,9788983255341
8,C 언어,신화정,정익사,20120201,0,9788935304738
9,C언어,이대식,오성미디어,20130305,20000,9788966280605
10,이것이 자료구조+알고리즘이다 with C 언어 (문제 해결 능력을 키워주는 자료구조+알고리즘 입문서),박상현,한빛미디어,20220803,30600,9791169210034
11,코딩과의 첫 만남 1:  C언어편 (C언어편),김득수,21세기사,20190103,18000,9788984688209
12,C언어 기초,김종진,다올미디어,20180305,22500,9788997587285
13,C언어 실습,이창근,컴원미디어,20140315,16150,9788992475594
14,C언어 수업,천인국,생능출판,20150123,23400,9788970508245
15,C언어연습 (PBL문제중심학습기반),김훈기,글로벌,20210210,16200,9788955027792
16,달콤한 C언어,노순국^최광미^이광옥^유소월,연두에디션,20220210,18000,9791192187051
17,C언어 정석 (예제/ 유제/ 연습문제),홍경호,생능출판,20141125,23400,9788970508207
18,C언어 기초,우재남,한빛아카데미,20130730,0,9788998756345
19,C언어 기초와 응용,김치연,한산,20220820,18000,9791187555414
20,C언어 기초 (C언어를 이용한 SW 코팅입문서),강형일,복두출판사,20200302,16200,9791159066221
21,C언어 연습,김기용,그린,20140829,19800,9788957272176
22,C언어 완성,김대성,오성미디어,20140205,20000,9788966280896
23,C 언어 정복,이현창^이종언,상학당,20070915,27000,9788985437813
24,C 언어 기초 (공학자를 위한),양영일,경상대학교출판부,20060901,13500,9788986001846
25,C 언어 실습,최선정,오성미디어,20090216,18000,9788992583480
26,C언어 이해,김기용,그린,20190829,18000,9788957272947
27,C 언어 본색 (명강의가 일으키는 C언어의 기적),박정민,프리렉,20110105,21600,9788965400066
28,C언어기초 (순서도를 중심으로 한),박정호,이한출판사,20110820,11400,9788982417405
29,고급 C언어,김태석,두양사,20040320,16000,6000182839
30,C언어 기초,손충범,지앤북,20120209,17000,9788992595407
31,C++ 언어 본색 (언어는 두손으로 체득하는 것 머리는 이해할 뿐),김역,프리렉,20110601,0,9788965400110
32,C언어 클릭,정훈조,현우사,20100210,20000,9788980812806
33,C 언어실습,안병천,기전연구사,19960401,14250,9788933603178
34,C언어 연습 (C언어의 이해를 돕기 위한 필독서),성동수,그린,20100825,0,9788957271407
35,C언어 기초 (C언어를 이용한 SW코딩입문서),강형일,복두출판사,20180130,0,9791159063282
36,C언어 기초,강형일,복두출판사,20160307,0,9791159060939
37,나혼자 C언어,이창현,디지털북스,20211015,22500,9788960883819
38,C 언어 스케치 (C로 배우는 프로그래밍 기초),강환수^이동규^최재순,인피니티북스,20110713,20700,9788992649629
39,난생처음 C 언어 프로그래밍,김화수,한빛아카데미,20220103,23250,9791156645870
40,C언어 이야기,김중태,혜지원,20030402,24300,9788983792846
41,"C언어 콘서트 (누구나 쉽게 즐기는, 개정판)",천인국,생능출판,20170825,25650,9788970509273
42,모두의 C언어 (스스로 생각하면서 배우는 C프로그래밍 기초),이형우,길벗,20190802,16200,9791160508550
43,C언어 콘서트 (누구나 쉽게 즐기는),천인국,생능,20100604,0,9788970506616
44,C언어의 이해,김진우,한산,20200830,26730,9791187555315
45,C언어의 정석,남궁성,도우출판,20160825,22500,9788995379479
46,C언어의 완성 (제2판),김태수,복두출판사,20170901,16000,9791159062919
47,스마트 C 언어 (개정판),구성모,내하출판사,20160901,17100,9788957174548
48,C 프로그래밍 (C 언어 교과서),스티븐 G. 코찬,정보문화사,20150630,18000,9788956746326
49,C언어의 이해,김진우,한산,20150220,23000,9788989215486
50,C언어 길라잡이 (한권으로 끝내는 C 프로그래밍 입문),김은철^김명진,정보문화사,20121129,0,9788956745787
51,C언어의 정석 (제대로 배우는 C언어),이창현,글로벌,20141223,0,9788955026863
52,순서도 & C언어 (소프트웨어 교육을 위한),김종훈^김용민^서영호,다올미디어,20150110,0,9788997587162
53,스마트 C 언어,강명환,내하출판사,20110825,19000,9788957173398
54,C 언어의 완성 (기초에서 그래픽까지),이평기,복두출판사,20110820,16000,9788980006625
55,C언어의 완성,김태수,복두출판사,20140325,0,9788980003969
56,컴퓨터 C언어 (제대로 배우는 C언어),구용완,글로벌,20140930,0,9788955026849
57,C 언어 일취월장,신윤환,한빛아카데미,20210224,25200,9791156645313
58,C 언어 트레이닝,김상형,한빛아카데미,20171204,23250,9791156643609
59,"Up! C언어 (예제 중심의, 개정판)",이한석,광문각,20200305,25200,9788970939254
60,"C언어 코딩 도장 (따라하기, 연습하기, 심사하기로 배우는 C 언어 프로그래밍)",남재윤,길벗,20160630,22500,9791187345282
61,C언어 일취월장 (나날이 발전하는 프로그래밍 실력),신윤환,한빛아카데미,20200106,0,9791156644774
62,고진감래 C 언어 (생각하며 배우는 프로그래밍의 원리),MMGames,제이펍,20161130,21600,9791185890630
63,자료구조 (C 언어로 구현한),신정헌,기한재,19950131,9000,9788970180588
64,C언어 길라잡이 (한 손에 잡히는),정용섭,한티미디어,20100225,13500,9788964210222
65,모바일 로보틱스 제어 (C언어를 이용한),하이버스 기술연구소^김동한^조도현^김석중,상학당,20090925,23760,9788993383621
66,자료구조 (C언어로구성한),한규정,한올출판사,19940831,11000,9788983250254
67,C언어 & JAVA (중등교원임용시험대비 C언어 & JAVA 완벽 가이드),송광진,배움,20170102,0,9788964256237
68,알기 쉽게 배우는 AVR ATmega 128 (C 언어로 배우는),신동욱^오창헌,옴사(OHM사),20060201,23000,9788971017685
69,Quick C 첫걸음 (C 언어의 지름길),다카사쿠 요시아키,전파과학사,19911001,7200,6000033429
70,Up! C언어 (예제 중심의),이한석,광문각,20160307,0,9788970938004
71,Up! C언어 (예제 중심의),이한석,광문각,20111223,0,9788970936505
72,알기쉬운 C-언어,,경문사,19980228,12000,9788972823339
73,C언어 300제 (C프로그래밍 시작을 위한 최고의 입문서),김은철,정보문화사,20130214,0,9788956745848
74,알기쉬운 C언어,한광록,복두출판사,20140310,0,9788980003433
75,AVR ATmega 128 이론과 활용 (C언어를 이용한),,웅보출판사,20060820,20000,9788984622098
76,C언어 입문 교실 (제3판),사카시타 유리,성안당,20140515,18000,9788931552898
77,Do it! C언어 입문 (실무 20년 현업 프로그래머가 초보자를 위해 엮었다!),김성엽,이지스퍼블리싱,20170110,16200,9791187370703
78,C 언어 프로그래밍,주우석,한빛아카데미,20181214,26100,9791156643708
79,C언어 이해와 응용,김용태^정윤수^박길철,성진미디어,20120302,23000,9788996572978
80,C언어 프로그래밍,하이버스 기술연구소^김동식^권윤중^진은성,상학당,20170630,27000,9788965871590
81,C언어 프로그래밍 (수정판 2판),브라이언 W. 커니핸,휴먼싸이언스,20160201,22500,9788993712674
82,C언어 프로그래밍 (Visual Studio 대응),박흥복,문운당,20190125,25740,9791156923985
83,C언어 프로그래밍,윤상균,도서출판 홍릉(홍릉과학출판사),20060901,19000,9788972835783
84,C언어 기초 다지기,조형국,컴원미디어,20070302,10000,9788992475037
85,컴맹을 위한 C언어,정덕,디지털북스,20160725,19800,9788960881853
86,C언어 프로그래밍 (CFL로 시작하는),조세형,휴먼싸이언스,20150216,20700,9788993712605
87,프로그래밍 C 언어,심재창,한티미디어,20110301,18000,9788964210567
88,C언어 프로그래밍 (STACK QUEUE LINKED LIST 구현),신현덕,정익사,20100820,17000,9788935304684
89,C언어 프로그래밍,채현석,기한재,20190305,17100,9788970187921
90,C언어와 컴파일러 (C & Compiler),유재우,SSUPRESS,20150227,19000,9788974503390
91,C언어이해와 활용,임권묵^유숙현,브레인코리아,20060810,19000,9788990574480
92,C언어 프로그래밍,이상범,글로벌,19980825,17000,9788988379080
93,C언어 프로그래밍,하이버스 기술연구소^김동식^이병선^권윤중,상학당,20160715,0,9788965871521
94,C 언어 프로그래밍,브라이언 W. 커니핸^Dennis M. Ritchie,휴먼사이언스,20120620,0,9788945006608
95,디지털제어 기술 및 실습 (C언어로 구현하는),고경철,도서출판 홍릉(홍릉과학출판사),20160310,22000,9791156003786
96,C언어 프로그래밍 (개정판),안기수,생능출판,20130228,0,9788970507712
97,C언어 프로그래밍,차영준,교우,20171215,26600,9791125102250
98,C 언어프로그래밍 (개정판),김정호,웅보출판사,20180210,0,9788984620988
99,C 언어 프로그래밍 (Visual C++ 2010 Express),허규성,동일출판사,20150310,0,9788938109248
0,C언어 프로그래밍 (Visual Studio 대웅),박흥복,문운당,20150814,0,9791156921349
1,네트워크 해킹 프로그래밍 (C 언어로 구현하는),강익선,가메,20150629,21600,9788980782789
2,C 언어 프로그래밍,성현경,집문당,19900630,8000,9788930300476
3,C언어 프로그래밍,송한춘 외,기한재,20000302,13500,9788970181585
4,C 언어 프로그래밍,성현경,집문당,19920401,7600,5000176708
5,컴퓨터 알고리즘 (C 언어로 작성하는),박정호,이한출판사,20110715,0,9788982417337
6,C언어 프로그래밍,서정현,21세기사,20140310,20700,9788984685383
7,C언어 프로그래밍,김태수,복두출판사,19980220,11000,9788980000678
8,C언어 프로그래밍,이태성,나우커뮤니케이션,20110801,0,9788996432814
9,C 언어 프로그래밍,BRIAN W.KERNIGHAN,대영사,20100110,0,9788971630266
10,PC C언어입문 (마이크로소프트 C의 실제),와키 히데요,전파과학사,19920801,0,9788970441115
11,C 언어 기본다지기,채현석,오성미디어,20090219,15000,9788992583466
12,C언어 프로그래밍,이승희,영민,20080320,14400,9788989816782
13,명품 C 언어 프로그래밍 (개정3판),안기수,생능출판,20211115,25200,9788970505213
14,처음 시작하는 C언어,이영호^이봉락^고주영^심재창,카오스북,20130215,15300,9788998338022
15,명품 C언어 프로젝트,안기수,생능,20100415,32010,9788970506623
16,C언어와 자동화제어,정용섭,한티미디어,20100901,22500,9788964210468
17,예제로 배우는 C언어,김태석^권오준,두양사,20110215,20700,9788975282539
18,쉽게 배우는 C언어 2 (입력까지),,문운당,20110420,14850,9788973937684
19,요리조리 맛있는 C 언어 (최신개정판),서보원,혜지원,20180208,23400,9788983799555
20,C언어의 원리와 문제,이도훈,그린,19980220,9000,5000176929
21,4가지 정서로 배우는 C언어,박영재,교문사(청문각),20220228,31500,9788936323240
22,C언어 Express (개정판),천인국,생능출판,20120814,0,9788970507385
23,쉽게 배우는 C언어 입문,,삼진,20190220,14250,9788986817195
24,비트코딩 라이트 : C언어 (최초의 문제은행식 코딩문제집),박해민^한기현,햄큐,20190528,18900,9791196328849
25,HELLO C 언어,강성호,복두출판사,19970831,18000,9788980000593
26,초보자를 위한 C++ (C++ 언어를 배우는 입문서),이탁,삼창미디어,20130214,22800,9788998411008
27,C언어 정복 리얼 교과서 (꼭 넘어야 할 산이라면 승부수를 던져라),이상진,프리렉,20130813,23400,9788965400431
28,알기쉬운 자료구조 - C언어,박우창,21세기사,20190304,24300,9788984688292
29,알쏭달쏭 C언어 180제 (텍스트출력부터 파일 처리까지 하나씩 만들어보는 C언어 프로그래밍),시바타 보요^유리 가오루,한빛미디어,20191201,25200,9791162242438
30,C 언어 for Beginner (제대로 이해하며 개발하는 C 프로그래밍),우재남,한빛아카데미,20220103,24180,9791156645702
31,C언어와 자료구조 알고리즘,이익,커널연구회,20120420,0,9788997750016
32,C 프로그래밍 (새내기를 위한 첫 C 언어 책),하숙정^하숙정^임수연^송무희^박보석,한빛아카데미,20130315,21600,9788998756161
33,절대강자 C언어 코스웨어 (C18 기준으로 작성된 C프로그래밍),김명호,도서출판 홍릉(홍릉과학출판사),20190228,32670,9791156006541
34,시각화 C언어 기초 익히기 (새틀(SETL)을 이용한),유홍준,소프트웨어품질기술원,20150522,14400,9791195482955
35,C언어프로그램 배움터,신우철,에듀컨텐츠,20060825,19800,9788990045348
36,어서와 C언어는 처음이지! (초보자를 위한 C 프로그래밍 완벽가이드),그레그 페리^딘 밀러,인피니티북스,20150626,21600,9791185578194
37,C언어 완벽가이드: 입문편 (살아 움직이는 C 언어를 배우자! C언어 교육의 새로운 혁명!!!),임종수,수진,20181127,18050,9791196539818
38,전기실무자를 위한 C언어,심광열,태영문화사,20030215,16000,9788988664650
39,예제가 가득한 C 언어 길라잡이 (한 권으로 끝내는 C 프로그래밍 입문!),김은철,정보문화사,20180510,18000,9788956747774
40,초보자를 위한 C 언어 300제 (C 프로그래밍 시작을 위한 최고의 입문서),김은철,정보문화사,20170206,18000,9788956747330
41,C언어로 구현한 자료구조,이충세,21세기사,20140225,21850,9788984684737
42,비주얼 C언어 프로그래밍 (수정판),김평중,도서출판 홍릉(홍릉과학출판사),20110125,19800,9788972839163
43,C언어로 설명한 알고리즘,황종선.정영식,정익사,20060810,0,9788935302000
44,Understanding 프로그래밍 (순서도와 C언어로 배우는),최진탁,북스홀릭퍼블리싱,20131212,0,9791185123059
45,C언어로 배우는 8051,,인터비젼,20000331,15000,9788988066522
46,게임을 만들며 배우는 C 언어 (벽돌 깨기 게임),정기철,도서출판 홍릉(홍릉과학출판사),20161029,28710,9791156004684
47,전공자의 첫 C 언어 프로그래밍,서동만^전수빈,인피니티북스,20210831,22500,9791185578736
48,Perfect C (C언어로 배우는 프로그래밍 기초),강환수^강환일^이동규,인피니티북스,20210818,28800,9791185578835
49,"C언어 콘서트(누구나 쉽게 즐기는) (Visual Studio 2019, 개정3판)",천인국,생능출판,20210723,24300,9788970504933
50,"자기주도 C언어 프로그래밍 (혼자서도 쉽게 익힐 수 있는, 제9판)",김동규,복두출판사,20200725,0,9791159068294
51,C언어와 마이크로프로세서 (하드웨어 제어를 위한),박영만,건기원,20150210,19800,9791157670475
52,C언어 프로그래밍 입문,김희철,한올출판사,20080620,12870,9788983259851
53,누구나 할 수 있는 C언어 입문,현윤섭^김병성,대가,20070220,18000,9788990999504
54,시각화 C언어 기초 알고리즘 (새틀(SETL)을 이용한),유홍준,소프트웨어품질기술원,20150707,18000,9791195482979
55,C 언어 연습(문제풀이중심의),김용일 외,교우사,19990901,18000,9788981720179
56,"자기주도 C언어 프로그래밍 (혼자서도 쉽게 익힐 수 있는, 제8판)",김동규,복두출판사,20190701,0,9791159065422
57,자기주도 C언어프로그래밍 (정보영재 및 올림피아드를 위한 최적의 입문서),김동규,북두,20180611,0,9791159064135
58,"자기주도 C언어 프로그래밍 (혼자서도 쉽게 익힐 수 있는, 제6판)",김동규,복두출판사,20170425,0,9791159062674
59,"자기주도 C언어 프로그래밍 (혼자서도 쉽게 익힐수 있는, 4판)",김동규,복두출판사,20151215,0,9791159060380
60,자기주도 C언어 프로그래밍 (혼자서도 쉽게 익힐 수 있는),김동규,복두출판사,20130430,0,9788980008728
61,자기주도 C언어 프로그래밍 (정보영재 및 올림피아드를 위한 최적의 입문서),김동규,복두출판사,20141201,0,9791185880792
62,뿌리부터 이해하는 C 언어 1 (Back To The Basic),이승미,한빛미디어,20140717,13860,9788968487057
63,C언어와 마이크로프로세서,박영만,건기원,20130821,0,9788958438816
64,C언어 프로그래밍 입문 (WINDOWS XP환경을 기반으로 한),이병두,북스홀릭,20110225,0,9788994914091
65,배우기 쉬운 기초 정복 C언어,정구철,도서출판 홍릉(홍릉과학출판사),20130830,0,9791156000020
66,C언어 프로그래밍 입문 (LINUX 환경을 기반으로 한),이병두,북스홀릭,20110225,0,9788994914084
67,뿌리부터 이해하는 C 언어 2 (Back To The Basic),이승미,한빛미디어,20140717,0,9788968487200
68,C언어를 이용한 체험! 자료구조 (DATA STRUCTURES),정기철,연두에디션,20180715,26730,9791188831098
69,시작해 C 언어 핵심기초 (워크북),박영진,부크크(bookk),20201022,9800,9791137220799
70,애프터스킬 C 프로그래밍 핵심가이드 (우리가 C언어를 선택하는 이유),주철오,아이콕스(iCox),20180510,19800,9791186886779
71,쉽게 배우는 C언어 프로그래밍,이희영,GS인터비전,20110225,18430,9788993668766
72,C언어 프로그래밍 첫걸음,김한주,사이버북스,20190226,21780,9791186708712
73,혼자서도 터득할 수 있는 C언어,이대종,태영문화사,20140303,20000,9788963541914
74,TCP/IP Ethernet 제어와 ADuC8xx Microcontroller (KEIL-C언어를 사용한),정재륜,보성각,20070225,28000,9788978394376
75,C언어로 배우는 80C196,차영배,다다미디어,20000705,14400,9788971140437
76,윤성우의 열혈 자료구조 (C언어를 이용한 자료구조 학습서),윤성우,오렌지미디어,20120116,24300,9788996094067
77,C언어 for Beginner (쉽게 배워 제대로 만드는 C 프로그램),우재남,한빛아카데미,20180630,21390,9791156643951
78,"자동제어 (C언어로 배우는 알기쉬운, 3판)",박정규,복두출판사,20160115,0,9791159060458
79,C언어로 구현한 데이터구조론,최우승,글로벌,20000620,0,9788988379967
80,"자동제어 (2판, C언어로 배우는 알기쉬운)",박정규,복두출판사,20140310,0,9788980003402
81,예제중심의 C언어 프로그래밍,,명진(진영사),20080130,20000,9788995901816
82,C언어 프로그래밍 반양장 (원리부터 터득하는),박인상,정일,20070125,14400,9788956660790
83,C언어프로그래밍(제3판),한은실^국윤주^박정연^하경주,정일,20060625,14400,9788956660714
84,시작해 C 언어 라이브러리 (워크북) (컬러판),박영진,부크크(bookk),20220212,10800,9791137272200
85,C언어 기반 JAVA 프로그래밍,이형봉,도서출판 홍릉(홍릉과학출판사),20210308,17820,9791156008460
86,C언어 for Beginner (개정판),우재남,한빛아카데미,20140806,0,9791156641339
87,시작해 C 언어 라이브러리 (스터디북) (컬러판),박영진,부크크(bookk),20220212,12800,9791137272194
88,고등학생과 풀어보면서 배우는 C언어 (컬러판),J,부크크(bookk),20220406,7300,9791137279315
89,대학생을 위한 C언어 프로그래밍,강병욱,홍릉(홍릉과학출판사),20090824,23760,9788972837657
90,Perfect C(퍼펙트 C) (C언어로 배우는 프로그래밍 기초),강환수^강환일^이동규,인피니티북스,20160111,0,9791185578224
91,나도 쉽게 잘 만드는 맛있는 C 언어 (2nd edition),노순국,연두에디션,20200210,0,9791188831401
92,"자동제어 (C언어로 배우는 알기쉬운, 제4판)",박정규,복두출판사,20180115,22000,9791159063268
93,시작해 C 언어 배열과 함수 (스터디북),박영진,부크크(bookk),20201112,11800,9791137223059
94,MKL25Z128VLK4 활용 (KDS를 사용한 C언어 프로그래밍),윤덕용,옴(ohm),20160325,34200,9788971017968
95,C 언어로 배우는 프로그래밍의 기초 (반도체부터 컴퓨터까지),김화수,혜지원,20180817,16650,9788983799661
96,시작해 C 언어 자료구조 (워크북) [컬러],박영진,부크크(bookk),20201214,9800,9791137226883
97,C언어를 활용한 기초컴퓨터 프로그래밍,송창호,부산대학교출판문화원,20210923,22770,9788973167180
98,C가 보이는 그림책 (C 언어가 좋아지는 새로운 9개 관문),"ANK Co., Ltd.",성안당,20181012,15300,9788931555349
99,만화가 있는 C (누구에게나 쉬운 만화 C언어 입문서!),서진택,성안당,20180518,22500,9788931555431
0,C언어 윈도우즈 API 프로그래밍,한성현,글로벌,20080725,18000,9788955024524
1,코드업과 함께 하는 C언어 & 문제 해결 (누구나 쉽게 배우는 프로그래밍 입문서),배준호,삼양미디어,20170605,13500,9788958973270
2,SEIF-STUDY C 언어,김기철,홍릉(홍릉과학출판사),19990120,10000,9788972830993
3,"아두이노 자동차의 모든 것: 아두이노, 메이커, C언어, 자동차 (아두이노를 이용해 프로그램 배우고 하드웨어 제어하고 자동차 완성하기)",장문철,앤써북,20220630,16200,9791185553986
4,머신러닝과 딥러닝 (C언어로 구현하며 익히는 기본 개념),오다카 토모히로,프리렉,20170322,16200,9788965401681
5,4차산업시대에 대비한 C언어 프로그래밍,서정만^이세일,글로벌,20211008,21600,9788955028195
6,시작해 C 언어 제어구조 (워크북) (컬러판),박영진,부크크(bookk),20201104,9800,9791137222014
7,스마트시티를 위한 C언어 프로그래밍,김성환,서울시립대학교출판부,20200901,0,9788985831901
8,독하게 시작하는 C 프로그래밍 (널널한 개발자의 C 언어 마스터클래스),최호성,루비페이퍼,20150625,22500,9791195149209
9,"NEW C언어 입문: 초급자편 (초급자편, 전면컬러 개정판)",HARUHIKO HAYASHI,영진닷컴,20080225,8820,9788931436570
10,원리가 보이는 C 프로그래밍 (프로그래머로 가는 맛있는 C언어 여행),최정훈^김석우,오성미디어,20110228,18430,9788992583978
11,"C포자를 위한 본격 C 언어 프로그래밍 (프로그래밍, 두 번 포기는 없다!)",허경용,제이펍,20170731,19800,9791185890883
12,알고리즘의 이해 2: C언어편 (1~100을 이용한),김득수,21세기사,20110115,12600,9788984683822
13,Power C Language (C 언어의 기초부터 이해하면서 배우기),장종준,다올미디어,20120112,0,9788996629740
14,시작해 C 언어 제어구조 (스터디북) (컬러판),박영진,부크크(bookk),20201104,11800,9791137222007
15,시작해 C 언어 자료구조 (스터디북) (컬러판),박영진,부크크(bookk),20201202,11800,9791137225039
16,시작해 C 언어 배열과 함수 (워크북) (컬러판),박영진,부크크(bookk),20201118,9800,9791137223752
17,시작해 C 언어 핵심기초 (스터디북) (컬러판),박영진,부크크(bookk),20201016,11800,9791137220140
18,C언어 프로그래밍(원리와 실습) (원리와 실습),이춘수,월송,20130312,16200,9788997265152
19,COS Pro 2급 C 언어(교재+모의고사) (COS Pro 2급 시험 대비서 | 기초 코딩 학습과 시험 준비를 한 번에 한다!),남재윤,길벗,20180215,18000,9791160504118
20,윈도우 프로그래밍 (C언어를 학습했다면 API로 날개를 달아보자!),강경우,한빛아카데미,20150622,24180,9791156641872
21,AT89C51(8031)의 기초와 응용 (C언어를 이용한 마이크로프로세서 설계),양오,신화전산기획,20070226,18000,9788955340778
22,C언어를 활용한 기초컴퓨터 프로그래밍 (컴퓨터 비전공자를 위한),송창호^홍기진^신정화^문정욱,부산대학교출판부,20180105,0,9788973165605
23,C++ 언어 개요 및 VISUAL C++ 프로그래밍 (VISUAL C++ Programming),이광수,휴먼사이언스,20140305,15300,9788993712506
24,C++ Programming Basic (쉽고 재미있게 배우는 C++ 언어 기초의 모든 것),Mana Takahashi,영진닷컴,20150715,16200,9788931448931
25,그림으로 배우는 C Programming Basic (쉽고 재미있게 배우는 C 언어 기초의 모든 것),Mana Takahashi,영진닷컴,20160710,16200,9788931453973
26,김태용의 C 언어 프로그래밍 입문 (풍부한 그림 자세한 설명이 돋보이는 친절한 C 언어 입문 가이드),김태용,제이펍,20120322,0,9788994506371
27,혼자서도 쉽게 익힐 수 있는 자기주도 C언어 프로그래밍 (무료 동영상강의 | 자동 채점시스템),김동규,복두출판사,20220105,18810,9791166750977
28,모두를 위한 리눅스 프로그래밍 (리눅스 구조와 C 언어로 배우는 리눅스 첫걸음),아오키 미네로,제이펍,20181121,27000,9791188621408
29,[POD] C언어로 제어하는 아두이노,심재경^최미애,부크크(bookk),20200224,16000,9791127298432
30,"소설같은 C언어(SECOND EDITION) (동영상 강의와 플래시 퀴즈로 배우는, Second Edition)",최영관,자북,20100615,0,9788989984184
31,2010 전문가용으로 배우는 C언어 1: 입력까지,김태현,교문사(청문각),20160620,14400,9788963642796
32,아빠와 함께한 정보올림피아드 이야기: C언어 문법편,이원하,비팬북스,20180315,18000,9788994797823
33,2010 전문가용으로 배우는 C 언어 2: 지시자까지,김태현,교문사(청문각),20160725,17100,9788963642871
34,우분투 환경에서 C 언어로 배우는 리눅스 프로그래밍 (데이터베이스에서부터 네트워크 그래픽 디바이스까지 풍부한 예제로 배우는),이이오 준,한빛미디어,20120901,0,9788979149531
35,Do it! 자료구조와 함께 배우는 알고리즘 입문: C 언어 편 (엄선된 114개의 실습 예제와 105개의 연습 문제!),보요 시바타,이지스퍼블리싱,20171227,19800,9791188612130
36,전문가 양성을 위한 C언어 기초에서 실무까지 C프로그래밍 (무료동영상 강의 제공),임호진^김윤수,성안당,20170711,20700,9788931554496
37,C++17 프로그래밍 (현란한 구글코딩 스타일과 정교한 IBM 개발표준에 기초한 C++ 언어학습서),박헌재,투에이치앤에스,20200701,0,9791195570553
38,C++17 프로그래밍 (현란한 구글코딩 스타일과 정교한 IBM 개발표준에 기초한 C++ 언어학습서),박헌재,투에이치앤에스,20170206,22500,9791195570515
39,C언어프로그래밍(상)(모델링에 기반한)(시발 시리즈)(스프링) (모델링에 기반한),서동진,수송미디어,20120102,0,9788996711612
40,C언어프로그래밍(하)(모델링에 기반한)(시발 시리즈)(스프링) (모델링에 기반한),서동진,수송미디어,20120201,0,9788996711629
41,8051 마이크로프로세서(KEIL 8051 C언어로 구동되는)(CD-ROM 1장 포함),정기철,복두출판사,20010820,0,9788980001743
42,C프로그래밍언어,김운용,라온,20150901,27000,9788996010272
43,C프로그래밍 언어 (예제로 공부하는),김상호^고진광^정병열,글로벌,20070302,14400,9788955023589
44,C프로그래밍 언어,윤희환,생능출판사,19920331,16000,9788970500300
45,C 프로그래밍 언어,강종태,한국이공학사,19940331,9000,9788970950365
